======================================================================
  SMARTSERVICE — SEED CREDENTIALS
  Generated: 6/4/2026, 3:56:50 pm
  NOTE: Providers need admin approval before they can be used.
======================================================================

──────────────────────────────────────────────────────────────────────
  USERS (50)  —  password for all: Password@123
──────────────────────────────────────────────────────────────────────
  #   | Full Name                    | Email                                  | District
──────────────────────────────────────────────────────────────────────
  1   | Ijas Unnithan                | ijasunnithan1.user@smartservice.test   | Thiruvananthapuram
  2   | Hridya Ansari                | hridyaansari2.user@smartservice.test   | Thrissur
  3   | Bindhu Menon                 | bindhumenon3.user@smartservice.test    | Kozhikode
  4   | Midhun Ansari                | midhunansari4.user@smartservice.test   | Palakkad
  5   | Kavya George                 | kavyageorge5.user@smartservice.test    | Idukki
  6   | Rajeev Ramachandran          | rajeevramachandran6.user@smartservice.test | Malappuram
  7   | Vishnu Bhat                  | vishnubhat7.user@smartservice.test     | Wayanad
  8   | Prasad Menon                 | prasadmenon8.user@smartservice.test    | Kozhikode
  9   | Ishan Ali                    | ishanali9.user@smartservice.test       | Kozhikode
  10  | Midhun Chandran              | midhunchandran10.user@smartservice.test | Alappuzha
  11  | Mithun Ramachandran          | mithunramachandran11.user@smartservice.test | Ernakulam
  12  | Dhanesh Warrier              | dhaneshwarrier12.user@smartservice.test | Thiruvananthapuram
  13  | Biju Kurup                   | bijukurup13.user@smartservice.test     | Kollam
  14  | Anju Khan                    | anjukhan14.user@smartservice.test      | Pathanamthitta
  15  | Sreya Rajan                  | sreyarajan15.user@smartservice.test    | Kollam
  16  | Bibin Thomas                 | bibinthomas16.user@smartservice.test   | Wayanad
  17  | Nobin Pillai                 | nobinpillai17.user@smartservice.test   | Palakkad
  18  | Jomon Ansari                 | jomonansari18.user@smartservice.test   | Kozhikode
  19  | Catherine Menon              | catherinemenon19.user@smartservice.test | Wayanad
  20  | Arjun Mathew                 | arjunmathew20.user@smartservice.test   | Thrissur
  21  | Mujeeb Warrier               | mujeebwarrier21.user@smartservice.test | Pathanamthitta
  22  | Hema Jacob                   | hemajacob22.user@smartservice.test     | Ernakulam
  23  | Rajeev Rajan                 | rajeevrajan23.user@smartservice.test   | Thrissur
  24  | Yamuna Kurup                 | yamunakurup24.user@smartservice.test   | Kasaragod
  25  | Uma Hussain                  | umahussain25.user@smartservice.test    | Alappuzha
  26  | Catherine Namboothiri        | catherinenamboothiri26.user@smartservice.test | Thiruvananthapuram
  27  | Kannan Shetty                | kannanshetty27.user@smartservice.test  | Thiruvananthapuram
  28  | Gireesh Vijayan              | gireeshvijayan28.user@smartservice.test | Palakkad
  29  | Kavya Hussain                | kavyahussain29.user@smartservice.test  | Kollam
  30  | Xavier Nair                  | xaviernair30.user@smartservice.test    | Ernakulam
  31  | Tara Joseph                  | tarajoseph31.user@smartservice.test    | Kannur
  32  | Emil Ansari                  | emilansari32.user@smartservice.test    | Thiruvananthapuram
  33  | Gibil Unnithan               | gibilunnithan33.user@smartservice.test | Kozhikode
  34  | Binu Shetty                  | binushetty34.user@smartservice.test    | Idukki
  35  | Arun Hameed                  | arunhameed35.user@smartservice.test    | Thiruvananthapuram
  36  | Priya Hussain                | priyahussain36.user@smartservice.test  | Kozhikode
  37  | Uma Hegde                    | umahegde37.user@smartservice.test      | Idukki
  38  | Abhilash Chandran            | abhilashchandran38.user@smartservice.test | Idukki
  39  | Rahul Vijayan                | rahulvijayan39.user@smartservice.test  | Palakkad
  40  | Jerin Balakrishnan           | jerinbalakrishnan40.user@smartservice.test | Thrissur
  41  | Kavya Menon                  | kavyamenon41.user@smartservice.test    | Kollam
  42  | Fathima George               | fathimageorge42.user@smartservice.test | Kottayam
  43  | Lekha Hameed                 | lekhahameed43.user@smartservice.test   | Thrissur
  44  | Uday Karunakaran             | udaykarunakaran44.user@smartservice.test | Malappuram
  45  | Yogesh Kumar                 | yogeshkumar45.user@smartservice.test   | Kozhikode
  46  | Bindu Krishnan               | bindukrishnan46.user@smartservice.test | Thrissur
  47  | Unni Menon                   | unnimenon47.user@smartservice.test     | Idukki
  48  | Nisha Jacob                  | nishajacob48.user@smartservice.test    | Malappuram
  49  | Xavier Joseph                | xavierjoseph49.user@smartservice.test  | Kollam
  50  | Sandeep Jacob                | sandeepjacob50.user@smartservice.test  | Pathanamthitta


──────────────────────────────────────────────────────────────────────
  PROVIDERS (320)  —  password for all: Password@123
  ⚠  Must be approved by admin before they appear in search.
──────────────────────────────────────────────────────────────────────
  #    | Full Name                    | Email                                  | District        | Professions
──────────────────────────────────────────────────────────────────────
  44   | Tijo Namboothiri             | tijonamboothiri44.provider@smartservice.test | Kasaragod       | Furniture Assembly, Plumbing, Refrigerator Repair
  45   | Sreeraj Rao                  | sreerajrao45.provider@smartservice.test | Ernakulam       | Gardening
  46   | Usha Jacob                   | ushajacob46.provider@smartservice.test | Wayanad         | TV Repair, Cleaning, Disinfection
  47   | Isha Rasheed                 | isharasheed47.provider@smartservice.test | Pathanamthitta  | Waterproofing, Disinfection
  48   | Ajith Rasheed                | ajithrasheed48.provider@smartservice.test | Alappuzha       | Welding
  49   | Libin Khan                   | libinkhan49.provider@smartservice.test | Kollam          | Car Service, Mobile Repair, Plumbing
  50   | Nidhin Hameed                | nidhinhameed50.provider@smartservice.test | Malappuram      | Electrical, Refrigerator Repair, Mason
  51   | Teena Rao                    | teenarao51.provider@smartservice.test  | Kannur          | Plumbing, Electrical
  52   | Pramod Menon                 | pramodmenon52.provider@smartservice.test | Malappuram      | Roofing, Car Service, Painting
  53   | Manoj Rao                    | manojrao53.provider@smartservice.test  | Kannur          | Laptop Repair, Roofing, Solar Installation
  54   | Vimal Karunakaran            | vimalkarunakaran54.provider@smartservice.test | Kannur          | Flooring
  55   | Tinu Rao                     | tinurao55.provider@smartservice.test   | Pathanamthitta  | Disinfection
  56   | Femina Hussain               | feminahussain56.provider@smartservice.test | Thiruvananthapuram | Home Appliance Repair, Waterproofing
  57   | Gokul Abraham                | gokulabraham57.provider@smartservice.test | Idukki          | Painting, Gardening, Carpenter
  58   | Arun Abraham                 | arunabraham58.provider@smartservice.test | Idukki          | Electrical, Roofing, Plumbing
  59   | Karthika Bhat                | karthikabhat59.provider@smartservice.test | Thiruvananthapuram | House Shifting
  60   | Tinu Khan                    | tinukhan60.provider@smartservice.test  | Ernakulam       | Laptop Repair, Carpet Cleaning
  61   | Sajan Hegde                  | sajanhegde61.provider@smartservice.test | Kottayam        | Home Appliance Repair
  62   | Ijas Nair                    | ijasnair62.provider@smartservice.test  | Malappuram      | Pest Control, Refrigerator Repair
  63   | Tara Chandran                | tarachandran63.provider@smartservice.test | Kozhikode       | Gas Stove Repair, Washing Machine Repair, Carpenter
  64   | Dileep Rajan                 | dileeprajan64.provider@smartservice.test | Idukki          | Solar Installation
  65   | Divya Joseph                 | divyajoseph65.provider@smartservice.test | Kottayam        | Plumbing, Washing Machine Repair
  66   | Karthika Hameed              | karthikahameed66.provider@smartservice.test | Kozhikode       | Furniture Assembly, Car Service, Waterproofing
  67   | Gireesh Vijayan              | gireeshvijayan67.provider@smartservice.test | Wayanad         | Solar Installation
  68   | Kevin Balakrishnan           | kevinbalakrishnan68.provider@smartservice.test | Ernakulam       | Laptop Repair, Mobile Repair, Gardening
  69   | Faizal Shetty                | faizalshetty69.provider@smartservice.test | Ernakulam       | Plumbing
  70   | Varsha Kurup                 | varshakurup70.provider@smartservice.test | Kozhikode       | Car Service, CCTV Installation
  71   | Abhilash Chandran            | abhilashchandran71.provider@smartservice.test | Kasaragod       | Flooring, Carpenter, House Shifting
  72   | Lakshmi Mathew               | lakshmimathew72.provider@smartservice.test | Malappuram      | Gas Stove Repair, Carpet Cleaning
  73   | Catherine Bhat               | catherinebhat73.provider@smartservice.test | Ernakulam       | Plumbing
  74   | Mujeeb Gopalakrishnan        | mujeebgopalakrishnan74.provider@smartservice.test | Pathanamthitta  | Laptop Repair, Car Service
  75   | Midhun Nair                  | midhunnair75.provider@smartservice.test | Kannur          | Pest Control, TV Repair, House Shifting
  76   | Zaid Balakrishnan            | zaidbalakrishnan76.provider@smartservice.test | Malappuram      | TV Repair, Laptop Repair, Gas Stove Repair
  77   | Ajith Ali                    | ajithali77.provider@smartservice.test  | Kottayam        | Furniture Assembly, Cleaning, Carpet Cleaning
  78   | Nobin Subramaniam            | nobinsubramaniam78.provider@smartservice.test | Kollam          | House Shifting
  79   | Sajan Ramachandran           | sajanramachandran79.provider@smartservice.test | Malappuram      | Refrigerator Repair, Mason, Mobile Repair
  80   | Aiswarya Joseph              | aiswaryajoseph80.provider@smartservice.test | Malappuram      | AC Repair, Roofing
  81   | Elsa Philip                  | elsaphilip81.provider@smartservice.test | Thrissur        | Painting
  82   | Yogesh Namboothiri           | yogeshnamboothiri82.provider@smartservice.test | Idukki          | Plumbing, Laptop Repair, Mason
  83   | Varsha Philip                | varshaphilip83.provider@smartservice.test | Ernakulam       | House Shifting, Flooring, Roofing
  84   | Rajeev Rajan                 | rajeevrajan84.provider@smartservice.test | Kottayam        | Plumbing, Welding, Mason
  85   | Parvathi Abraham             | parvathiabraham85.provider@smartservice.test | Wayanad         | Solar Installation, Car Service, Laptop Repair
  86   | Vidya Kumar                  | vidyakumar86.provider@smartservice.test | Palakkad        | Flooring, Home Appliance Repair
  87   | Chithra Ali                  | chithraali87.provider@smartservice.test | Pathanamthitta  | Roofing, Plumbing, Laptop Repair
  88   | Fathima Shetty               | fathimashetty88.provider@smartservice.test | Wayanad         | Electrical, Mason
  89   | Indira Kurup                 | indirakurup89.provider@smartservice.test | Alappuzha       | House Shifting, Gardening, Plumbing
  90   | Eldho Mohan                  | eldhomohan90.provider@smartservice.test | Kozhikode       | Painting, Washing Machine Repair
  91   | Akhil Ali                    | akhilali91.provider@smartservice.test  | Idukki          | Welding, Car Service, Laptop Repair
  92   | Indira Subramaniam           | indirasubramaniam92.provider@smartservice.test | Pathanamthitta  | Gardening, Painting, CCTV Installation
  93   | Dinto Krishnan               | dintokrishnan93.provider@smartservice.test | Kozhikode       | Mobile Repair, Furniture Assembly
  94   | Usha Karunakaran             | ushakarunakaran94.provider@smartservice.test | Pathanamthitta  | Welding, Laptop Repair, Refrigerator Repair
  95   | Ishan Bhat                   | ishanbhat95.provider@smartservice.test | Kottayam        | Furniture Assembly, Roofing
  96   | Naveen Warrier               | naveenwarrier96.provider@smartservice.test | Alappuzha       | Cleaning, CCTV Installation
  97   | Dileep Kumar                 | dileepkumar97.provider@smartservice.test | Kasaragod       | Roofing
  98   | Akhil Ansari                 | akhilansari98.provider@smartservice.test | Kasaragod       | Refrigerator Repair, Laptop Repair
  99   | Bindu Joseph                 | bindujoseph99.provider@smartservice.test | Malappuram      | AC Repair
  100  | Ebin Gopalakrishnan          | ebingopalakrishnan100.provider@smartservice.test | Thrissur        | Painting, Car Service
  101  | Catherine Rajan              | catherinerajan101.provider@smartservice.test | Kannur          | Electrical, Plumbing
  102  | Libin Varma                  | libinvarma102.provider@smartservice.test | Idukki          | Mason, Solar Installation, Furniture Assembly
  103  | Arun Shetty                  | arunshetty103.provider@smartservice.test | Kannur          | Solar Installation, Carpet Cleaning
  104  | Rajeev Warrier               | rajeevwarrier104.provider@smartservice.test | Pathanamthitta  | TV Repair
  105  | Gireesh Abraham              | gireeshabraham105.provider@smartservice.test | Pathanamthitta  | Gardening
  106  | Vipin Balakrishnan           | vipinbalakrishnan106.provider@smartservice.test | Ernakulam       | Roofing
  107  | Aiswarya Chandran            | aiswaryachandran107.provider@smartservice.test | Ernakulam       | Plumbing
  108  | Ishan Vijayan                | ishanvijayan108.provider@smartservice.test | Kasaragod       | Carpenter, Roofing, Laptop Repair
  109  | Kiran Ali                    | kiranali109.provider@smartservice.test | Kollam          | Plumbing, Electrical
  110  | Praveen Philip               | praveenphilip110.provider@smartservice.test | Palakkad        | Plumbing, CCTV Installation
  111  | Chandana Nair                | chandananair111.provider@smartservice.test | Palakkad        | Flooring
  112  | Gireesh Joseph               | gireeshjoseph112.provider@smartservice.test | Pathanamthitta  | Solar Installation
  113  | Yamuna Bhat                  | yamunabhat113.provider@smartservice.test | Pathanamthitta  | Car Service, Mason
  114  | Tara Rao                     | tararao114.provider@smartservice.test  | Thiruvananthapuram | Gardening
  115  | Eshitha Philip               | eshithaphilip115.provider@smartservice.test | Kozhikode       | Mobile Repair
  116  | Libin Namboothiri            | libinnamboothiri116.provider@smartservice.test | Idukki          | Carpenter
  117  | Nithin Sivaraman             | nithinsivaraman117.provider@smartservice.test | Kollam          | Car Service
  118  | Varsha Krishnan              | varshakrishnan118.provider@smartservice.test | Kottayam        | Welding, Carpet Cleaning
  119  | Femina Kurup                 | feminakurup119.provider@smartservice.test | Thiruvananthapuram | Washing Machine Repair, Laptop Repair
  120  | Riya Mohan                   | riyamohan120.provider@smartservice.test | Thrissur        | Electrical
  121  | Nithin Thomas                | nithinthomas121.provider@smartservice.test | Alappuzha       | Carpenter, Car Service
  122  | Zaid Hameed                  | zaidhameed122.provider@smartservice.test | Pathanamthitta  | TV Repair, Flooring
  123  | Varsha Nair                  | varshanair123.provider@smartservice.test | Kannur          | TV Repair, Gas Stove Repair, Car Service
  124  | Ebin Jacob                   | ebinjacob124.provider@smartservice.test | Wayanad         | Tiling
  125  | Gokul Ramachandran           | gokulramachandran125.provider@smartservice.test | Palakkad        | TV Repair
  126  | Harikrishna Khan             | harikrishnakhan126.provider@smartservice.test | Kollam          | House Shifting, AC Repair
  127  | Bindu George                 | bindugeorge127.provider@smartservice.test | Kollam          | Carpenter, Waterproofing, Gas Stove Repair
  128  | Aiswarya Ansari              | aiswaryaansari128.provider@smartservice.test | Palakkad        | Electrical, Landscaping, Flooring
  129  | Rajesh Subramaniam           | rajeshsubramaniam129.provider@smartservice.test | Palakkad        | Mason
  130  | Lakshmi Ramachandran         | lakshmiramachandran130.provider@smartservice.test | Malappuram      | Painting, Disinfection, Car Service
  131  | Elsa George                  | elsageorge131.provider@smartservice.test | Palakkad        | Car Service
  132  | Arjun Rao                    | arjunrao132.provider@smartservice.test | Idukki          | CCTV Installation, AC Repair, Car Service
  133  | Kavya Hameed                 | kavyahameed133.provider@smartservice.test | Malappuram      | Tiling, Carpenter, Car Service
  134  | Kevin Ramachandran           | kevinramachandran134.provider@smartservice.test | Kannur          | Flooring, Painting, Roofing
  135  | Uday Ansari                  | udayansari135.provider@smartservice.test | Kollam          | Gardening, Solar Installation, Waterproofing
  136  | Eshitha Philip               | eshithaphilip136.provider@smartservice.test | Ernakulam       | Waterproofing, Gardening
  137  | Ebin Krishnan                | ebinkrishnan137.provider@smartservice.test | Kasaragod       | Plumbing
  138  | Priya Mohan                  | priyamohan138.provider@smartservice.test | Thrissur        | Laptop Repair, AC Repair
  139  | Kevin Sivaraman              | kevinsivaraman139.provider@smartservice.test | Idukki          | AC Repair, Refrigerator Repair, TV Repair
  140  | Zaid Philip                  | zaidphilip140.provider@smartservice.test | Idukki          | Washing Machine Repair, Car Service
  141  | Praveen Hegde                | praveenhegde141.provider@smartservice.test | Thiruvananthapuram | Landscaping
  142  | Sreya Ramachandran           | sreyaramachandran142.provider@smartservice.test | Wayanad         | AC Repair, Car Service
  143  | Amitha Shetty                | amithashetty143.provider@smartservice.test | Wayanad         | CCTV Installation
  144  | Cibin Karunakaran            | cibinkarunakaran144.provider@smartservice.test | Kottayam        | Plumbing
  145  | Boban Abraham                | bobanabraham145.provider@smartservice.test | Pathanamthitta  | Electrical, Carpenter
  146  | Manoj George                 | manojgeorge146.provider@smartservice.test | Kottayam        | Disinfection, Pest Control, Plumbing
  147  | Yogesh Karunakaran           | yogeshkarunakaran147.provider@smartservice.test | Idukki          | House Shifting, Car Service, Furniture Assembly
  148  | Kiran Kurup                  | kirankurup148.provider@smartservice.test | Thrissur        | Car Service, Solar Installation
  149  | Jithin Jacob                 | jithinjacob149.provider@smartservice.test | Palakkad        | Tiling, TV Repair, Plumbing
  150  | Bindu Gopalakrishnan         | bindugopalakrishnan150.provider@smartservice.test | Palakkad        | Plumbing, Washing Machine Repair
  151  | Hashim Jacob                 | hashimjacob151.provider@smartservice.test | Thrissur        | Waterproofing, House Shifting
  152  | Faizal Hegde                 | faizalhegde152.provider@smartservice.test | Malappuram      | TV Repair, Cleaning, Waterproofing
  153  | Divya Sivaraman              | divyasivaraman153.provider@smartservice.test | Malappuram      | Plumbing
  154  | Hareesh Kumar                | hareeshkumar154.provider@smartservice.test | Alappuzha       | CCTV Installation, Home Appliance Repair, Solar Installation
  155  | Deepa Shetty                 | deepashetty155.provider@smartservice.test | Wayanad         | Home Appliance Repair
  156  | Rahul Ali                    | rahulali156.provider@smartservice.test | Malappuram      | Pest Control, Painting
  157  | Vishnu Mohan                 | vishnumohan157.provider@smartservice.test | Kozhikode       | House Shifting, Solar Installation
  158  | Nisha Gopalakrishnan         | nishagopalakrishnan158.provider@smartservice.test | Kottayam        | Tiling, Welding, Waterproofing
  159  | Aiswarya Balakrishnan        | aiswaryabalakrishnan159.provider@smartservice.test | Thrissur        | Cleaning, Waterproofing
  160  | Rajeev Shetty                | rajeevshetty160.provider@smartservice.test | Kottayam        | Carpet Cleaning
  161  | Winson Joseph                | winsonjoseph161.provider@smartservice.test | Idukki          | Gardening, Home Appliance Repair
  162  | Catherine Abraham            | catherineabraham162.provider@smartservice.test | Thrissur        | Plumbing, Car Service
  163  | Jomon Chandran               | jomonchandran163.provider@smartservice.test | Thiruvananthapuram | Home Appliance Repair, Painting, Laptop Repair
  164  | Lijo Varma                   | lijovarma164.provider@smartservice.test | Pathanamthitta  | CCTV Installation, Electrical, Home Appliance Repair
  165  | Naveen Joseph                | naveenjoseph165.provider@smartservice.test | Kasaragod       | Landscaping, Home Appliance Repair, Cleaning
  166  | Gokul Ramachandran           | gokulramachandran166.provider@smartservice.test | Kollam          | TV Repair, Carpenter, Laptop Repair
  167  | Jomon Ramachandran           | jomonramachandran167.provider@smartservice.test | Alappuzha       | Home Appliance Repair
  168  | Gayathri Vijayan             | gayathrivijayan168.provider@smartservice.test | Ernakulam       | Pest Control, CCTV Installation, Laptop Repair
  169  | Biju Ramachandran            | bijuramachandran169.provider@smartservice.test | Thiruvananthapuram | Pest Control, Tiling
  170  | Nithin Nair                  | nithinnair170.provider@smartservice.test | Kollam          | Pest Control, Electrical, Plumbing
  171  | Evana Karunakaran            | evanakarunakaran171.provider@smartservice.test | Thrissur        | Mason, Furniture Assembly, Laptop Repair
  172  | Omprakash Kumar              | omprakashkumar172.provider@smartservice.test | Kottayam        | Furniture Assembly
  173  | Akhil Namboothiri            | akhilnamboothiri173.provider@smartservice.test | Alappuzha       | Mason
  174  | Priya Ramachandran           | priyaramachandran174.provider@smartservice.test | Kasaragod       | Mobile Repair, Car Service, CCTV Installation
  175  | Jibin Jacob                  | jibinjacob175.provider@smartservice.test | Thiruvananthapuram | Welding, Plumbing
